583;2011-09-18 17:45:00;41;49;44;0;0;0;2011-2012
584;2011-09-18 12:30:00;36;43;45;0;0;0;2011-2012
585;2011-09-24 17:45:00;35;42;43;0;0;0;2011-2012
586;2011-10-02 19:30:00;34;41;47;0;0;0;2011-2012
587;2011-10-08 19:45:00;40;48;40;0;0;0;2011-2012
588;2011-10-08 17:00:00;38;46;41;0;0;0;2011-2012
589;2011-10-15 19:45:00;40;48;45;0;0;0;2011-2012
590;2011-10-15 19:30:00;33;40;43;0;0;0;2011-2012
591;2011-10-16 12:30:00;23;47;46;0;0;0;2011-2012
592;2011-10-16 17:45:00;34;41;44;0;0;0;2011-2012
593;2011-10-22 17:45:00;35;42;48;0;0;0;2011-2012
594;2011-10-22 19:15:00;37;45;40;0;0;0;2011-2012
595;2011-10-23 16:00:00;8;44;47;0;0;0;2011-2012
596;2011-10-29 19:15:00;37;45;42;0;0;0;2011-2012
597;2011-10-30 17:45:00;34;41;49;0;0;0;2011-2012
598;2011-10-30 19:30:00;38;46;44;0;0;0;2011-2012
599;2011-11-05 20:45:00;33;40;42;0;0;0;2011-2012
600;2011-11-06 17:45:00;41;49;47;0;0;0;2011-2012
601;2011-11-12 19:45:00;40;48;43;0;0;0;2011-2012
602;2011-11-13 19:30:00;38;46;49;0;0;0;2011-2012
603;2011-11-19 19:00:00;37;45;43;0;0;0;2011-2012
604;2011-11-20 16:30:00;8;44;49;0;0;0;2011-2012
605;2011-11-26 19:00:00;36;43;42;0;0;0;2011-2012
606;2011-12-04 19:00:00;23;47;41;0;0;0;2011-2012
607;2011-12-17 19:30:00;33;40;48;0;0;0;2011-2012
608;2011-12-18 19:30:00;34;41;46;0;0;0;2011-2012
609;2012-01-14 19:15:00;37;45;48;0;0;0;2011-2012
610;2012-01-15 16:30:00;8;44;41;0;0;0;2011-2012
611;2012-01-15 12:30:00;36;43;40;0;0;0;2011-2012
612;2012-01-14 16:30:00;38;46;47;0;0;0;2011-2012
613;2012-01-21 19:45:00;40;48;42;0;0;0;2011-2012
614;2012-01-21 19:30:00;33;40;45;0;0;0;2011-2012
615;2012-01-22 19:00:00;23;47;44;0;0;0;2011-2012
616;2012-01-28 17:45:00;35;42;45;0;0;0;2011-2012
617;2012-01-29 20:00:00;8;44;46;0;0;0;2011-2012
618;2012-01-29 17:45:00;41;49;41;0;0;0;2011-2012
619;2012-02-04 20:00:00;35;42;40;0;0;0;2011-2012
620;2012-02-05 19:00:00;23;47;49;0;0;0;2011-2012
621;2012-02-12 17:45:00;41;49;46;0;0;0;2011-2012
622;2012-02-12 12:30:00;36;43;48;0;0;0;2011-2012
623;2011-09-17 18:15:00;42;51;52;0;0;0;2011-2012
624;2011-09-17 19:45:00;46;56;50;0;0;0;2011-2012
625;2011-09-24 19:15:00;49;59;53;0;0;0;2011-2012
626;2011-10-01 18:00:00;45;55;50;0;0;0;2011-2012
627;2011-10-08 19:15:00;49;59;58;0;0;0;2011-2012
628;2011-10-08 20:00:00;26;50;57;0;0;0;2011-2012
629;2011-10-15 18:15:00;42;51;59;0;0;0;2011-2012
630;2011-10-15 20:00:00;48;58;53;0;0;0;2011-2012
631;2011-10-15 19:15:00;27;54;50;0;0;0;2011-2012
632;2011-10-15 19:45:00;46;56;55;0;0;0;2011-2012
633;2011-10-23 19:00:00;45;55;57;0;0;0;2011-2012
634;2011-10-22 19:15:00;49;59;52;0;0;0;2011-2012
635;2011-10-23 18:00:00;44;53;51;0;0;0;2011-2012
636;2011-10-29 19:15:00;27;54;55;0;0;0;2011-2012
637;2011-10-29 19:45:00;46;56;57;0;0;0;2011-2012
638;2011-10-29 20:00:00;43;52;53;0;0;0;2011-2012
639;2011-11-05 18:30:00;48;58;51;0;0;0;2011-2012
640;2011-11-06 17:45:00;47;57;54;0;0;0;2011-2012
641;2011-11-12 19:15:00;27;54;56;0;0;0;2011-2012
642;2011-11-12 20:00:00;43;52;58;0;0;0;2011-2012
643;2011-11-19 20:00:00;26;50;56;0;0;0;2011-2012
644;2011-11-19 20:00:00;43;52;51;0;0;0;2011-2012
645;2011-11-27 18:00:00;44;53;59;0;0;0;2011-2012
646;2011-12-03 20:00:00;26;50;55;0;0;0;2011-2012
647;2011-12-18 18:15:00;48;58;59;0;0;0;2011-2012
648;2011-12-18 18:15:00;47;57;50;0;0;0;2011-2012
649;2012-01-14 18:00:00;45;55;56;0;0;0;2011-2012
650;2012-01-14 17:30:00;49;59;51;0;0;0;2011-2012
651;2012-01-14 20:00:00;26;50;54;0;0;0;2011-2012
652;2012-01-15 18:00:00;44;53;58;0;0;0;2011-2012
653;2012-01-22 12:15:00;42;51;53;0;0;0;2011-2012
654;2012-01-22 12:30:00;43;52;59;0;0;0;2011-2012
655;2012-01-22 17:45:00;47;57;55;0;0;0;2011-2012
656;2012-01-28 18:00:00;45;55;54;0;0;0;2011-2012
657;2012-01-29 17:45:00;47;57;56;0;0;0;2011-2012
658;2012-01-29 18:00:00;44;53;52;0;0;0;2011-2012
659;2012-02-04 18:15:00;42;51;58;0;0;0;2011-2012
660;2012-02-04 19:15:00;27;54;57;0;0;0;2011-2012
661;2012-02-11 18:30:00;48;58;52;0;0;0;2011-2012
662;2012-02-12 19:30:00;46;56;54;0;0;0;2011-2012
